,imname,grade
6588,cow_3_179.jpg,3
6589,cow_1_3012.jpg,1
6594,cow_1+_3641.jpg,1+
6595,cow_2_155.jpg,2
6601,cow_1_100.jpg,1
6602,cow_1+_3570.jpg,1+
6603,cow_1_5477.jpg,1
6604,cow_1+_5647.jpg,1+
6605,cow_1++_4281.jpg,1++
6609,cow_1++_517.jpg,1++
6611,cow_1_2199.jpg,1
6612,cow_1++_3285.jpg,1++
6614,cow_1++_191.jpg,1++
6615,cow_1+_4422.jpg,1+
6617,cow_1+_4686.jpg,1+
6621,cow_1_4667.jpg,1
6622,cow_3_2060.jpg,3
6623,cow_3_3712.jpg,3
6625,cow_3_194.jpg,3
6627,cow_2_3096.jpg,2
6628,cow_1_1102.jpg,1
6629,cow_1_4257.jpg,1
6631,cow_1+_845.jpg,1+
6634,cow_1++_2536.jpg,1++
6635,cow_3_1799.jpg,3
6636,cow_1+_540.jpg,1+
6637,cow_2_1594.jpg,2
6638,cow_1++_4176.jpg,1++
6639,cow_2_372.jpg,2
6640,cow_1+_5719.jpg,1+
6641,cow_1_1159.jpg,1
6642,cow_1_1952.jpg,1
6644,cow_1++_1152.jpg,1++
6646,cow_1++_4940.jpg,1++
6647,cow_3_1409.jpg,3
6648,cow_1+_4076.jpg,1+
6650,cow_1++_514.jpg,1++
6654,cow_2_2012.jpg,2
6655,cow_1_877.jpg,1
6656,cow_2_2741.jpg,2
6661,cow_1+_3831.jpg,1+
6662,cow_1++_1577.jpg,1++
6665,cow_3_52.jpg,3
6666,cow_1++_3979.jpg,1++
6667,cow_1+_2793.jpg,1+
6668,cow_1_4006.jpg,1
6670,cow_1_5035.jpg,1
6672,cow_3_1695.jpg,3
6675,cow_1_5980.jpg,1
6677,cow_2_3605.jpg,2
6680,cow_1++_5588.jpg,1++
6684,cow_2_3487.jpg,2
6685,cow_3_1466.jpg,3
6688,cow_1_1539.jpg,1
6689,cow_1_3999.jpg,1
6691,cow_1++_5895.jpg,1++
6692,cow_2_3204.jpg,2
6693,cow_1+_872.jpg,1+
6694,cow_1+_4831.jpg,1+
6695,cow_2_3702.jpg,2
6696,cow_1++_5907.jpg,1++
6699,cow_1++_5437.jpg,1++
6702,cow_2_1821.jpg,2
6705,cow_1++_1724.jpg,1++
6706,cow_1_4903.jpg,1
6707,cow_1++_660.jpg,1++
6709,cow_1_4183.jpg,1
6711,cow_1_4029.jpg,1
6712,cow_3_2053.jpg,3
6714,cow_1++_5897.jpg,1++
6715,cow_1_209.jpg,1
6719,cow_2_5594.jpg,2
6720,cow_1+_3759.jpg,1+
6721,cow_1_2019.jpg,1
6722,cow_3_3693.jpg,3
6723,cow_1+_1088.jpg,1+
6724,cow_1_3499.jpg,1
6725,cow_2_5359.jpg,2
6726,cow_2_5629.jpg,2
6727,cow_2_5772.jpg,2
6729,cow_2_4253.jpg,2
6731,cow_2_4065.jpg,2
6732,cow_3_3567.jpg,3
6736,cow_3_3330.jpg,3
6737,cow_1+_681.jpg,1+
6738,cow_1++_3731.jpg,1++
6741,cow_1_3051.jpg,1
6742,cow_1++_3221.jpg,1++
6743,cow_1+_1755.jpg,1+
6744,cow_2_2672.jpg,2
6745,cow_3_3168.jpg,3
6747,cow_3_3804.jpg,3
6749,cow_2_5944.jpg,2
6751,cow_1++_3634.jpg,1++
6753,cow_1_1786.jpg,1
6754,cow_1+_5850.jpg,1+
6755,cow_1++_1732.jpg,1++
6758,cow_2_4765.jpg,2
6760,cow_1_527.jpg,1
6762,cow_1+_1419.jpg,1+
6764,cow_1++_2058.jpg,1++
6765,cow_1+_3726.jpg,1+
6766,cow_1++_3571.jpg,1++
6767,cow_1++_4956.jpg,1++
6769,cow_1+_4990.jpg,1+
6770,cow_2_3186.jpg,2
6773,cow_3_3012.jpg,3
6775,cow_1_1316.jpg,1
6777,cow_1++_1770.jpg,1++
6779,cow_2_1548.jpg,2
6781,cow_1_2598.jpg,1
6783,cow_3_384.jpg,3
6784,cow_1+_1303.jpg,1+
6786,cow_1++_5034.jpg,1++
6789,cow_2_4840.jpg,2
6791,cow_2_4742.jpg,2
6792,cow_1+_1485.jpg,1+
6795,cow_2_2820.jpg,2
6797,cow_3_3315.jpg,3
6800,cow_3_709.jpg,3
6802,cow_1+_2035.jpg,1+
6805,cow_1++_5732.jpg,1++
6807,cow_1+_4008.jpg,1+
6811,cow_1++_3025.jpg,1++
6812,cow_2_4919.jpg,2
6815,cow_1+_4895.jpg,1+
6819,cow_1++_2610.jpg,1++
6821,cow_1+_3469.jpg,1+
6822,cow_1++_3241.jpg,1++
6825,cow_2_952.jpg,2
6827,cow_1_1586.jpg,1
6828,cow_1++_5536.jpg,1++
6829,cow_3_3611.jpg,3
6830,cow_1+_2320.jpg,1+
6833,cow_2_5576.jpg,2
6834,cow_1_5774.jpg,1
6835,cow_1_5713.jpg,1
6836,cow_1_3400.jpg,1
6837,cow_2_2568.jpg,2
6838,cow_2_5512.jpg,2
6840,cow_1++_908.jpg,1++
6841,cow_2_4117.jpg,2
6842,cow_1_5988.jpg,1
6846,cow_3_294.jpg,3
6847,cow_1++_4834.jpg,1++
6848,cow_1++_1342.jpg,1++
6849,cow_2_3700.jpg,2
6850,cow_3_2332.jpg,3
6853,cow_1_5626.jpg,1
6854,cow_1_3984.jpg,1
6855,cow_1_1797.jpg,1
6857,cow_1++_2462.jpg,1++
6858,cow_1++_4079.jpg,1++
6859,cow_1_820.jpg,1
6865,cow_3_2277.jpg,3
6866,cow_3_370.jpg,3
6870,cow_1++_3650.jpg,1++
6871,cow_3_321.jpg,3
6872,cow_2_5258.jpg,2
6873,cow_1+_2569.jpg,1+
6875,cow_1_5728.jpg,1
6877,cow_1+_5772.jpg,1+
6878,cow_1++_5160.jpg,1++
6879,cow_2_3893.jpg,2
6881,cow_1_1322.jpg,1
6882,cow_2_3574.jpg,2
6884,cow_3_888.jpg,3
6885,cow_1++_4467.jpg,1++
6886,cow_2_2924.jpg,2
6887,cow_1++_2669.jpg,1++
6890,cow_1++_3691.jpg,1++
6892,cow_3_700.jpg,3
6893,cow_1++_3897.jpg,1++
6895,cow_1++_1746.jpg,1++
6899,cow_1_1276.jpg,1
6901,cow_1_4483.jpg,1
6903,cow_1+_953.jpg,1+
6905,cow_1_2828.jpg,1
6906,cow_1+_3719.jpg,1+
6908,cow_3_3209.jpg,3
6909,cow_1+_3134.jpg,1+
6910,cow_1_3095.jpg,1
6911,cow_1++_2207.jpg,1++
6912,cow_2_5117.jpg,2
6913,cow_2_596.jpg,2
6914,cow_1++_1936.jpg,1++
6915,cow_1_1762.jpg,1
6917,cow_3_312.jpg,3
6919,cow_2_3588.jpg,2
6921,cow_1+_2655.jpg,1+
6922,cow_3_429.jpg,3
6923,cow_1_2634.jpg,1
6924,cow_1++_3928.jpg,1++
6927,cow_1++_5451.jpg,1++
6928,cow_1+_5401.jpg,1+
6930,cow_1_1175.jpg,1
6931,cow_1++_5014.jpg,1++
6932,cow_1++_4903.jpg,1++
6934,cow_1+_803.jpg,1+
6935,cow_3_2365.jpg,3
6936,cow_1+_1954.jpg,1+
6937,cow_1_307.jpg,1
6938,cow_3_1321.jpg,3
6940,cow_3_499.jpg,3
6942,cow_1_616.jpg,1
6944,cow_3_2634.jpg,3
6945,cow_1_1716.jpg,1
6946,cow_2_5282.jpg,2
6947,cow_1_5426.jpg,1
6948,cow_3_895.jpg,3
6949,cow_2_1632.jpg,2
6950,cow_1++_2172.jpg,1++
6951,cow_1++_3756.jpg,1++
6954,cow_1+_625.jpg,1+
6955,cow_2_2750.jpg,2
6958,cow_1+_1486.jpg,1+
6959,cow_1++_667.jpg,1++
6960,cow_1_2927.jpg,1
6961,cow_1+_2834.jpg,1+
6962,cow_1+_3599.jpg,1+
6963,cow_1_1722.jpg,1
6964,cow_2_1509.jpg,2
6965,cow_2_3489.jpg,2
6966,cow_2_1902.jpg,2
6967,cow_1_4685.jpg,1
6968,cow_2_5336.jpg,2
6969,cow_1++_2382.jpg,1++
6971,cow_1++_1081.jpg,1++
6972,cow_3_1389.jpg,3
6974,cow_3_3064.jpg,3
6975,cow_1_444.jpg,1
6976,cow_1+_2812.jpg,1+
6977,cow_1_749.jpg,1
6980,cow_1_1018.jpg,1
6981,cow_1_101.jpg,1
6983,cow_1++_2784.jpg,1++
6984,cow_1_900.jpg,1
6985,cow_2_2145.jpg,2
6986,cow_1+_1882.jpg,1+
6987,cow_1++_1944.jpg,1++
6990,cow_3_991.jpg,3
6993,cow_1+_4924.jpg,1+
6994,cow_2_5212.jpg,2
6995,cow_2_2849.jpg,2
6996,cow_2_2698.jpg,2
6997,cow_3_893.jpg,3
6999,cow_3_2725.jpg,3
7000,cow_2_5847.jpg,2
7004,cow_1+_3775.jpg,1+
7006,cow_2_2625.jpg,2
7008,cow_1_3976.jpg,1
7009,cow_1++_3404.jpg,1++
7010,cow_2_1381.jpg,2
7012,cow_1+_1494.jpg,1+
7013,cow_1+_3938.jpg,1+
7015,cow_1+_5841.jpg,1+
7017,cow_2_2525.jpg,2
7018,cow_1_2520.jpg,1
7019,cow_1+_627.jpg,1+
7020,cow_2_1163.jpg,2
7021,cow_1+_2702.jpg,1+
7026,cow_2_484.jpg,2
7027,cow_1++_3057.jpg,1++
7028,cow_1_5877.jpg,1
7030,cow_1++_3434.jpg,1++
7031,cow_1++_4576.jpg,1++
7032,cow_1+_670.jpg,1+
7033,cow_1+_2753.jpg,1+
7034,cow_1++_1627.jpg,1++
7035,cow_1+_1521.jpg,1+
7036,cow_2_3580.jpg,2
7037,cow_2_1957.jpg,2
7039,cow_3_562.jpg,3
7040,cow_1+_4606.jpg,1+
7041,cow_2_1158.jpg,2
7042,cow_1_1622.jpg,1
7043,cow_1+_2823.jpg,1+
7044,cow_3_264.jpg,3
7045,cow_1+_3252.jpg,1+
7046,cow_3_3374.jpg,3
7047,cow_1++_2334.jpg,1++
7048,cow_1++_301.jpg,1++
7050,cow_1+_2459.jpg,1+
7051,cow_3_1640.jpg,3
7052,cow_1++_4403.jpg,1++
7056,cow_1+_3161.jpg,1+
7057,cow_1++_2574.jpg,1++
7058,cow_3_2703.jpg,3
7059,cow_2_4358.jpg,2
7060,cow_1++_4760.jpg,1++
7062,cow_1_1009.jpg,1
7065,cow_1_5915.jpg,1
7066,cow_1+_824.jpg,1+
7067,cow_2_3214.jpg,2
7068,cow_1+_5629.jpg,1+
7069,cow_1+_2403.jpg,1+
7073,cow_1++_2451.jpg,1++
7076,cow_1++_493.jpg,1++
7077,cow_2_3292.jpg,2
7078,cow_1++_5603.jpg,1++
7079,cow_1++_5755.jpg,1++
7081,cow_1++_2439.jpg,1++
7084,cow_2_5346.jpg,2
7085,cow_1_0.jpg,1
7091,cow_1_5396.jpg,1
7092,cow_2_1748.jpg,2
7095,cow_1+_4472.jpg,1+
7097,cow_2_5832.jpg,2
7098,cow_2_2897.jpg,2
7099,cow_1_5752.jpg,1
7101,cow_1_5914.jpg,1
7102,cow_2_927.jpg,2
7104,cow_1_3281.jpg,1
7105,cow_1++_3554.jpg,1++
7108,cow_2_1708.jpg,2
7109,cow_2_3789.jpg,2
7112,cow_1+_3573.jpg,1+
7114,cow_2_3828.jpg,2
7116,cow_1+_903.jpg,1+
7118,cow_3_3970.jpg,3
7120,cow_2_5025.jpg,2
7121,cow_3_3432.jpg,3
7122,cow_1_1959.jpg,1
7129,cow_3_3501.jpg,3
7130,cow_1_2758.jpg,1
7131,cow_1++_5657.jpg,1++
7132,cow_1++_527.jpg,1++
7133,cow_3_1912.jpg,3
7137,cow_1+_1072.jpg,1+
7140,cow_1+_3244.jpg,1+
7142,cow_1_4735.jpg,1
7144,cow_3_3739.jpg,3
7147,cow_1+_2896.jpg,1+
7148,cow_1+_157.jpg,1+
7150,cow_1++_1768.jpg,1++
7152,cow_2_482.jpg,2
7155,cow_1++_5975.jpg,1++
7157,cow_3_2011.jpg,3
7158,cow_1_305.jpg,1
7159,cow_1_3032.jpg,1
7162,cow_2_2107.jpg,2
7163,cow_2_4156.jpg,2
7166,cow_2_298.jpg,2
7167,cow_1_4315.jpg,1
7168,cow_3_728.jpg,3
7169,cow_1++_1253.jpg,1++
7170,cow_1_3892.jpg,1
7172,cow_1+_559.jpg,1+
7173,cow_2_4302.jpg,2
7174,cow_2_5552.jpg,2
7176,cow_1+_4692.jpg,1+
7177,cow_1++_2862.jpg,1++
7179,cow_3_2105.jpg,3
7182,cow_1+_1747.jpg,1+
7183,cow_1++_2478.jpg,1++
7185,cow_1_4662.jpg,1
7186,cow_1+_370.jpg,1+
7187,cow_2_3724.jpg,2
7188,cow_1++_3891.jpg,1++
7189,cow_1++_54.jpg,1++
7191,cow_1++_1775.jpg,1++
7193,cow_2_4862.jpg,2
7194,cow_1+_3347.jpg,1+
7195,cow_3_70.jpg,3
7199,cow_2_2653.jpg,2
7201,cow_3_1246.jpg,3
7203,cow_1_5786.jpg,1
7204,cow_1_4255.jpg,1
7205,cow_1+_4496.jpg,1+
7208,cow_2_2141.jpg,2
7209,cow_1_1921.jpg,1
7211,cow_1+_3464.jpg,1+
7213,cow_1_562.jpg,1
7215,cow_1++_5418.jpg,1++
7216,cow_1++_3794.jpg,1++
7217,cow_2_1739.jpg,2
7218,cow_1++_4792.jpg,1++
7220,cow_1+_5394.jpg,1+
7225,cow_2_947.jpg,2
7226,cow_1+_1102.jpg,1+
7227,cow_1+_446.jpg,1+
7228,cow_2_4726.jpg,2
7230,cow_3_3598.jpg,3
7232,cow_1_2141.jpg,1
7233,cow_3_2911.jpg,3
7234,cow_1_3392.jpg,1
7235,cow_3_1344.jpg,3
7236,cow_1+_587.jpg,1+
7245,cow_1_2564.jpg,1
7248,cow_3_459.jpg,3
7249,cow_1_3647.jpg,1
7250,cow_1++_5388.jpg,1++
7251,cow_1++_5079.jpg,1++
7253,cow_3_2482.jpg,3
7254,cow_1++_425.jpg,1++
7257,cow_1+_808.jpg,1+
7258,cow_1_1042.jpg,1
7259,cow_3_2782.jpg,3
7260,cow_3_2775.jpg,3
7266,cow_3_2280.jpg,3
7267,cow_1_5680.jpg,1
7270,cow_2_1388.jpg,2
7271,cow_2_5161.jpg,2
7272,cow_2_1846.jpg,2
7273,cow_2_1014.jpg,2
7276,cow_1++_1517.jpg,1++
7277,cow_1++_951.jpg,1++
7278,cow_3_592.jpg,3
7281,cow_2_2652.jpg,2
7283,cow_1_4726.jpg,1
7289,cow_1++_3969.jpg,1++
7292,cow_1++_5704.jpg,1++
7293,cow_3_1456.jpg,3
7294,cow_2_3889.jpg,2
7296,cow_2_5505.jpg,2
7297,cow_1++_2014.jpg,1++
7298,cow_1+_4770.jpg,1+
7300,cow_1+_5746.jpg,1+
7301,cow_3_966.jpg,3
7303,cow_1++_1090.jpg,1++
7305,cow_3_1101.jpg,3
7306,cow_1_1287.jpg,1
7309,cow_1_2574.jpg,1
7311,cow_1++_914.jpg,1++
7312,cow_2_3966.jpg,2
7314,cow_1++_3479.jpg,1++
7316,cow_3_1350.jpg,3
7317,cow_3_3125.jpg,3
7318,cow_2_5887.jpg,2
7319,cow_1+_4830.jpg,1+
7320,cow_1+_850.jpg,1+
7322,cow_3_1775.jpg,3
7323,cow_2_4116.jpg,2
7324,cow_1+_5337.jpg,1+
7329,cow_3_1236.jpg,3
7330,cow_2_2575.jpg,2
7332,cow_1+_4374.jpg,1+
7333,cow_1+_1237.jpg,1+
7335,cow_3_1639.jpg,3
7340,cow_1_3275.jpg,1
7344,cow_1++_2949.jpg,1++
7347,cow_1_3364.jpg,1
7348,cow_1_1142.jpg,1
7349,cow_1++_1289.jpg,1++
7351,cow_1++_5843.jpg,1++
7353,cow_2_2299.jpg,2
7354,cow_1++_2242.jpg,1++
7356,cow_1_3023.jpg,1
7357,cow_3_3907.jpg,3
7359,cow_2_5637.jpg,2
7362,cow_1++_2085.jpg,1++
7363,cow_1_1173.jpg,1
7365,cow_2_2048.jpg,2
7366,cow_1++_5264.jpg,1++
7370,cow_1++_5434.jpg,1++
7371,cow_3_533.jpg,3
7372,cow_1+_2273.jpg,1+
7373,cow_3_1913.jpg,3
7375,cow_1_812.jpg,1
7376,cow_3_517.jpg,3
7379,cow_3_1320.jpg,3
7380,cow_1+_1175.jpg,1+
7382,cow_2_5680.jpg,2
7383,cow_3_1237.jpg,3
7385,cow_1++_3743.jpg,1++
7388,cow_1_3149.jpg,1
7391,cow_2_4031.jpg,2
7392,cow_3_2910.jpg,3
7394,cow_2_639.jpg,2
7395,cow_3_1879.jpg,3
7400,cow_2_3610.jpg,2
7401,cow_1_1706.jpg,1
7403,cow_3_3760.jpg,3
7404,cow_1+_257.jpg,1+
7405,cow_1_4325.jpg,1
7406,cow_1_2560.jpg,1
7407,cow_1++_4097.jpg,1++
7408,cow_1++_129.jpg,1++
7409,cow_2_1862.jpg,2
7411,cow_2_545.jpg,2
7412,cow_1+_352.jpg,1+
7413,cow_1++_1389.jpg,1++
7414,cow_2_2804.jpg,2
7417,cow_2_5431.jpg,2
7418,cow_1_5444.jpg,1
7420,cow_1++_4823.jpg,1++
7421,cow_1++_3149.jpg,1++
7423,cow_3_310.jpg,3
7424,cow_2_5825.jpg,2
7425,cow_1+_3692.jpg,1+
7426,cow_1++_3942.jpg,1++
7427,cow_3_3203.jpg,3
7428,cow_1++_595.jpg,1++
7431,cow_2_3821.jpg,2
7437,cow_2_401.jpg,2
7439,cow_1_1169.jpg,1
7440,cow_3_2629.jpg,3
7442,cow_1+_900.jpg,1+
7445,cow_1_1307.jpg,1
7446,cow_1+_3315.jpg,1+
7447,cow_2_263.jpg,2
7449,cow_1+_4630.jpg,1+
7450,cow_1+_1442.jpg,1+
7453,cow_1+_5083.jpg,1+
7456,cow_1_1833.jpg,1
7458,cow_1+_3517.jpg,1+
7461,cow_2_2930.jpg,2
7462,cow_1+_1401.jpg,1+
7463,cow_1_5341.jpg,1
7464,cow_1++_4771.jpg,1++
7468,cow_1++_1074.jpg,1++
7469,cow_1++_67.jpg,1++
7470,cow_2_5493.jpg,2
7472,cow_1++_4016.jpg,1++
7474,cow_3_2525.jpg,3
7475,cow_1++_1316.jpg,1++
7477,cow_1_4677.jpg,1
7478,cow_1+_5326.jpg,1+
7479,cow_1+_5585.jpg,1+
7481,cow_2_1585.jpg,2
7482,cow_3_3126.jpg,3
7483,cow_1_4716.jpg,1
7484,cow_1+_4412.jpg,1+
7486,cow_2_3146.jpg,2
7487,cow_1_5524.jpg,1
7489,cow_2_1692.jpg,2
7490,cow_1+_1436.jpg,1+
7492,cow_2_1597.jpg,2
7493,cow_1+_3712.jpg,1+
7494,cow_1++_1379.jpg,1++
7495,cow_1_1828.jpg,1
7497,cow_1++_2933.jpg,1++
7498,cow_1++_816.jpg,1++
7500,cow_1++_5928.jpg,1++
7501,cow_2_3773.jpg,2
7503,cow_1++_3648.jpg,1++
7504,cow_1+_580.jpg,1+
7505,cow_1_2494.jpg,1
7506,cow_1+_3460.jpg,1+
7507,cow_1++_2130.jpg,1++
7509,cow_3_3385.jpg,3
7511,cow_3_3829.jpg,3
7512,cow_1+_3386.jpg,1+
7513,cow_1_5358.jpg,1
7514,cow_3_2070.jpg,3
7516,cow_1_3471.jpg,1
7517,cow_2_4671.jpg,2
7520,cow_2_5320.jpg,2
7521,cow_1_5847.jpg,1
7522,cow_1++_165.jpg,1++
7523,cow_2_3695.jpg,2
7524,cow_1_362.jpg,1
7526,cow_1+_4239.jpg,1+
7527,cow_2_1455.jpg,2
7529,cow_1+_831.jpg,1+
7530,cow_2_1222.jpg,2
7531,cow_1+_2737.jpg,1+
7532,cow_3_1945.jpg,3
7537,cow_1++_3818.jpg,1++
7538,cow_1+_893.jpg,1+
7539,cow_2_5655.jpg,2
7540,cow_1+_3888.jpg,1+
7541,cow_1_692.jpg,1
7543,cow_1+_2919.jpg,1+
7545,cow_3_647.jpg,3
7546,cow_2_2537.jpg,2
7548,cow_1+_3706.jpg,1+
7549,cow_1++_3811.jpg,1++
7552,cow_1++_5850.jpg,1++
7554,cow_2_4054.jpg,2
7557,cow_1_2668.jpg,1
7558,cow_1_2457.jpg,1
7559,cow_1++_2424.jpg,1++
7560,cow_1_1548.jpg,1
7561,cow_1_3050.jpg,1
7562,cow_1+_3769.jpg,1+
7565,cow_1+_992.jpg,1+
7566,cow_1++_412.jpg,1++
7568,cow_1_2957.jpg,1
7569,cow_1+_2684.jpg,1+
7571,cow_1_3921.jpg,1
7572,cow_1_2811.jpg,1
7576,cow_2_3121.jpg,2
7577,cow_1++_5008.jpg,1++
7579,cow_1++_868.jpg,1++
7580,cow_1++_2400.jpg,1++
7581,cow_1+_3008.jpg,1+
7582,cow_1+_2990.jpg,1+
7583,cow_2_2445.jpg,2
7584,cow_2_4600.jpg,2
7585,cow_1_4101.jpg,1
7587,cow_1+_3724.jpg,1+
7588,cow_3_1088.jpg,3
7589,cow_2_3420.jpg,2
7590,cow_2_2983.jpg,2
7594,cow_1+_5180.jpg,1+
7595,cow_1+_2935.jpg,1+
7596,cow_1++_5770.jpg,1++
7597,cow_1_2912.jpg,1
7598,cow_1_5420.jpg,1
7600,cow_1+_5306.jpg,1+
7601,cow_2_3099.jpg,2
7602,cow_1++_124.jpg,1++
7605,cow_1++_3172.jpg,1++
7606,cow_3_1977.jpg,3
7610,cow_2_2124.jpg,2
7613,cow_2_4011.jpg,2
7614,cow_1+_1227.jpg,1+
7616,cow_1++_261.jpg,1++
7617,cow_1+_5039.jpg,1+
7619,cow_1+_1575.jpg,1+
7621,cow_1++_1412.jpg,1++
7622,cow_2_5908.jpg,2
7623,cow_1++_2929.jpg,1++
7625,cow_1++_1100.jpg,1++
7627,cow_1+_2024.jpg,1+
7629,cow_1++_1981.jpg,1++
7630,cow_1+_4181.jpg,1+
7632,cow_2_2457.jpg,2
7635,cow_1+_337.jpg,1+
7636,cow_3_1674.jpg,3
7637,cow_2_5718.jpg,2
7639,cow_1++_2643.jpg,1++
7640,cow_1_3745.jpg,1
7641,cow_1_2705.jpg,1
7642,cow_1+_4352.jpg,1+
7643,cow_2_1068.jpg,2
7646,cow_1+_244.jpg,1+
7647,cow_1++_3543.jpg,1++
7648,cow_1++_1516.jpg,1++
7650,cow_3_3387.jpg,3
7651,cow_1++_2161.jpg,1++
7654,cow_2_2267.jpg,2
7655,cow_1_5286.jpg,1
7656,cow_1+_3873.jpg,1+
7657,cow_1+_2029.jpg,1+
7658,cow_3_3558.jpg,3
7661,cow_1_2722.jpg,1
7662,cow_2_5301.jpg,2
7671,cow_3_3004.jpg,3
7672,cow_1_4889.jpg,1
7676,cow_1_4440.jpg,1
7680,cow_1+_2708.jpg,1+
7681,cow_1_273.jpg,1
7683,cow_2_2848.jpg,2
7686,cow_1+_2824.jpg,1+
7689,cow_1+_3484.jpg,1+
7692,cow_3_2683.jpg,3
7694,cow_1++_5377.jpg,1++
7695,cow_1+_1229.jpg,1+
7697,cow_1_4317.jpg,1
7698,cow_3_1422.jpg,3
7699,cow_1_3762.jpg,1
7700,cow_1_824.jpg,1
7701,cow_1++_473.jpg,1++
7703,cow_1++_3825.jpg,1++
7705,cow_1++_2163.jpg,1++
7706,cow_3_364.jpg,3
7708,cow_1_1636.jpg,1
7709,cow_1+_5655.jpg,1+
7710,cow_1_5792.jpg,1
7713,cow_3_2876.jpg,3
7714,cow_1+_2825.jpg,1+
7715,cow_3_3500.jpg,3
7717,cow_1_2489.jpg,1
7719,cow_2_4863.jpg,2
7722,cow_1_4151.jpg,1
7724,cow_1++_549.jpg,1++
7725,cow_1++_1976.jpg,1++
7728,cow_2_3112.jpg,2
7729,cow_2_312.jpg,2
7731,cow_1++_3552.jpg,1++
7732,cow_1+_5143.jpg,1+
7733,cow_1++_2040.jpg,1++
7739,cow_2_2825.jpg,2
7740,cow_1++_5913.jpg,1++
7744,cow_1+_3632.jpg,1+
7747,cow_1+_135.jpg,1+
7750,cow_1++_5324.jpg,1++
7751,cow_1++_3145.jpg,1++
7752,cow_1_5191.jpg,1
7753,cow_3_40.jpg,3
7754,cow_1_3512.jpg,1
7756,cow_2_526.jpg,2
7759,cow_1+_3902.jpg,1+
7760,cow_1+_1152.jpg,1+
7761,cow_1_1129.jpg,1
7762,cow_1+_4229.jpg,1+
7763,cow_1++_4235.jpg,1++
7767,cow_1_5852.jpg,1
7768,cow_1_1031.jpg,1
7769,cow_3_335.jpg,3
7770,cow_1_5079.jpg,1
7771,cow_1+_3660.jpg,1+
7774,cow_2_1446.jpg,2
7776,cow_1_5311.jpg,1
7778,cow_2_4822.jpg,2
7779,cow_2_2212.jpg,2
7780,cow_2_3079.jpg,2
7782,cow_1+_720.jpg,1+
7785,cow_2_559.jpg,2
7786,cow_1++_75.jpg,1++
7788,cow_1++_4651.jpg,1++
7790,cow_1+_2907.jpg,1+
7791,cow_2_280.jpg,2
7792,cow_1+_2359.jpg,1+
7796,cow_2_1988.jpg,2
7798,cow_1++_3081.jpg,1++
7801,cow_1++_4420.jpg,1++
7802,cow_1+_934.jpg,1+
7803,cow_3_3003.jpg,3
7804,cow_1+_5002.jpg,1+
7805,cow_1++_1453.jpg,1++
7806,cow_1+_4383.jpg,1+
7808,cow_1_5900.jpg,1
7810,cow_1+_633.jpg,1+
7811,cow_2_3098.jpg,2
7812,cow_1_1633.jpg,1
7813,cow_2_5582.jpg,2
7817,cow_1+_3369.jpg,1+
7819,cow_3_2565.jpg,3
7822,cow_2_1274.jpg,2
7827,cow_1+_1826.jpg,1+
7830,cow_3_2310.jpg,3
7832,cow_2_5912.jpg,2
7833,cow_1_5485.jpg,1
7834,cow_3_525.jpg,3
7835,cow_2_212.jpg,2
7837,cow_1_4062.jpg,1
7838,cow_1+_4942.jpg,1+
7840,cow_1+_2658.jpg,1+
7841,cow_1_4764.jpg,1
7842,cow_1++_436.jpg,1++
7843,cow_1_2009.jpg,1
7844,cow_1+_2692.jpg,1+
7845,cow_1_1853.jpg,1
7847,cow_1+_2166.jpg,1+
7848,cow_1+_675.jpg,1+
7850,cow_2_4654.jpg,2
7854,cow_1++_2820.jpg,1++
7856,cow_1_2577.jpg,1
7857,cow_1_4476.jpg,1
7861,cow_1_2416.jpg,1
7862,cow_1++_5425.jpg,1++
7863,cow_1+_4689.jpg,1+
7864,cow_1+_4248.jpg,1+
7865,cow_2_2623.jpg,2
7867,cow_3_1657.jpg,3
7872,cow_2_4318.jpg,2
7873,cow_1+_4902.jpg,1+
7875,cow_1_936.jpg,1
7877,cow_2_5434.jpg,2
7878,cow_1++_3351.jpg,1++
7880,cow_2_4577.jpg,2
7881,cow_3_3940.jpg,3
7882,cow_1+_4800.jpg,1+
7883,cow_1_4719.jpg,1
7884,cow_2_584.jpg,2
7885,cow_1+_124.jpg,1+
7886,cow_2_2188.jpg,2
7887,cow_1++_4914.jpg,1++
7888,cow_1++_2916.jpg,1++
7890,cow_1++_2765.jpg,1++
7891,cow_3_2284.jpg,3
7893,cow_1_2085.jpg,1
7894,cow_1_3936.jpg,1
7896,cow_1+_144.jpg,1+
7897,cow_1_4335.jpg,1
7899,cow_1_5299.jpg,1
7903,cow_1+_3555.jpg,1+
7904,cow_2_1382.jpg,2
7906,cow_1++_2934.jpg,1++
7910,cow_2_2736.jpg,2
7913,cow_3_1150.jpg,3
7915,cow_2_3873.jpg,2
7916,cow_1++_2484.jpg,1++
7917,cow_1++_2340.jpg,1++
7918,cow_2_4469.jpg,2
7919,cow_1+_1948.jpg,1+
7923,cow_1++_3236.jpg,1++
7924,cow_1_3375.jpg,1
7925,cow_1_5584.jpg,1
7928,cow_2_4513.jpg,2
7929,cow_1+_442.jpg,1+
7930,cow_1++_2176.jpg,1++
7931,cow_2_3784.jpg,2
7932,cow_1+_346.jpg,1+
7934,cow_1_4383.jpg,1
7935,cow_1+_2182.jpg,1+
7936,cow_1++_2605.jpg,1++
